candidate_id,current_rank,overall_quality,elite_strong_medium_weak,trust_level,primary_strength,primary_risk,should_move_up,should_move_down,notes
CAND_0027801,80,Acceptable but not interview-first,MEDIUM,MEDIUM,"Strongest family: retrieval. search_ranking `relevance` L4 at Zoho / Machine Learning Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevan... | search_ranking `relevance` L4 at Uber / Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevan...",template repetition; previous_title_description_mismatch; template_repetition; thin evaluation evidence,NO,NO,"gold=MEDIUM; final=0.488; search=0.44; retrieval=0.90; eval=0.23; trust=10.0. search_ranking `relevance` L4 at Zoho / Machine Learning Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevan..."
CAND_0024466,81,Acceptable but not interview-first,MEDIUM,MEDIUM,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at PharmEasy / Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at PharmEasy / Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",current_title_description_mismatch; previous_title_description_mismatch; skills_career_history_mismatch; thin retrieval evidence; recommendation-heavy without enough retrieval,NO,NO,"heuristic_label; final=0.486; search=0.65; retrieval=0.13; eval=0.85; trust=8.0. search_ranking `learning-to-rank` L5 at PharmEasy / Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0044222,82,Strong interview profile,STRONG,HIGH,"Strongest family: retrieval. search_ranking `ranking model` L5 at InMobi / AI Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | search_ranking `relevance` L4 at PolicyBazaar / AI Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevan...",thin evaluation evidence,YES,NO,gold=STRONG; final=0.485; search=0.47; retrieval=0.73; eval=0.12; trust=0.0. search_ranking `ranking model` L5 at InMobi / AI Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM.
CAND_0050876,83,Acceptable but not interview-first,MEDIUM,MEDIUM,"Strongest family: recommendation. search_ranking `learning-to-rank` L5 at Freshworks / Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Freshworks / Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",template repetition; previous_title_description_mismatch; template_repetition; thin retrieval evidence; recommendation-heavy without enough retrieval,NO,NO,"heuristic_label; final=0.484; search=0.65; retrieval=0.03; eval=0.89; trust=10.0. search_ranking `learning-to-rank` L5 at Freshworks / Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0032515,84,Acceptable but not interview-first,MEDIUM,HIGH,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at PharmEasy / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at PharmEasy / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",previous_title_description_mismatch; thin retrieval evidence,YES,NO,"heuristic_label; final=0.473; search=0.76; retrieval=0.05; eval=0.79; trust=2.0. search_ranking `learning-to-rank` L5 at PharmEasy / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0095619,85,Acceptable but not interview-first,MEDIUM,HIGH,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at Nykaa / NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Nykaa / NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",thin retrieval evidence,NO,NO,"heuristic_label; final=0.473; search=0.66; retrieval=0.08; eval=0.76; trust=0.0. search_ranking `learning-to-rank` L5 at Nykaa / NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0096172,86,Acceptable but not interview-first,MEDIUM,HIGH,Strongest family: vector search. evaluation `a/b testing` L5 at Dream11 / Machine Learning Engineer: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure. | recommendation `recommendation system` L5 at Dream11 / Machine Learning Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ran...,skills_current_role_mismatch; skills_headline_mismatch,NO,NO,gold=MEDIUM; final=0.468; search=0.25; retrieval=0.72; eval=0.35; trust=3.0. evaluation `a/b testing` L5 at Dream11 / Machine Learning Engineer: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure.
CAND_0042100,87,Acceptable but not interview-first,MEDIUM,HIGH,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at Freshworks / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Freshworks / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",skills_current_role_mismatch; skills_headline_mismatch; thin retrieval evidence,YES,NO,"heuristic_label; final=0.464; search=0.76; retrieval=0.05; eval=0.79; trust=3.0. search_ranking `learning-to-rank` L5 at Freshworks / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0007009,88,Acceptable but not interview-first,MEDIUM,LOW,"Strongest family: recommendation. search_ranking `relevance` L4 at Netflix / Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevan... | evaluation `evaluation framework` L4 at Wysa / Recommendation Systems Engineer: Designed the evaluation framework with both automatic metrics (BLEU, ROUGE) and human-in-the-loop quality scores.",template repetition; current_title_description_mismatch; current_title_evidence_mismatch; previous_title_description_mismatch,NO,NO,"gold=MEDIUM; final=0.463; search=0.26; retrieval=0.69; eval=0.62; trust=22.0. search_ranking `relevance` L4 at Netflix / Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevan..."
CAND_0099401,89,Acceptable but not interview-first,MEDIUM,MEDIUM,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at Microsoft / Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Microsoft / Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",template repetition; skills_headline_mismatch; template_repetition; thin retrieval evidence; recommendation-heavy without enough retrieval,NO,NO,"heuristic_label; final=0.460; search=0.66; retrieval=0.10; eval=0.83; trust=9.0. search_ranking `learning-to-rank` L5 at Microsoft / Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0079064,90,Acceptable but not interview-first,MEDIUM,HIGH,"Strongest family: vector search. search_ranking `relevance` L4 at Niramai / Senior Data Scientist: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevan... | evaluation `evaluation framework` L4 at Razorpay / NLP Engineer: Designed the evaluation framework with both automatic metrics (BLEU, ROUGE) and human-in-the-loop quality scores.",No major V2 trust risk; still verify synthetic profile realism.,NO,NO,"gold=MEDIUM; final=0.460; search=0.25; retrieval=0.69; eval=0.38; trust=0.0. search_ranking `relevance` L4 at Niramai / Senior Data Scientist: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevan..."
CAND_0024620,91,Acceptable but not interview-first,MEDIUM,MEDIUM,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at PharmEasy / AI Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at PharmEasy / AI Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",template repetition; template_repetition; thin retrieval evidence,NO,NO,"heuristic_label; final=0.454; search=0.65; retrieval=0.19; eval=0.76; trust=8.0. search_ranking `learning-to-rank` L5 at PharmEasy / AI Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0003977,92,Weak or risky for this JD,WEAK,LOW,"Strongest family: retrieval. search_ranking `relevance` L4 at Google / Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevan... | search_ranking `relevance` L4 at Rephrase.ai / NLP Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevan...",template repetition; current_title_description_mismatch; current_title_evidence_mismatch; skills_career_history_mismatch; thin evaluation evidence,NO,NO,"gold=WEAK; final=0.454; search=0.44; retrieval=0.91; eval=0.12; trust=18.0. search_ranking `relevance` L4 at Google / Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevan..."
CAND_0036437,93,Acceptable but not interview-first,MEDIUM,LOW,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at Rephrase.ai / Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Rephrase.ai / Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",template repetition; current_title_description_mismatch; skills_career_history_mismatch; skills_current_role_mismatch; thin retrieval evidence,NO,NO,"gold=MEDIUM; final=0.453; search=0.88; retrieval=0.07; eval=0.94; trust=14.0. search_ranking `learning-to-rank` L5 at Rephrase.ai / Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0093331,94,Acceptable but not interview-first,MEDIUM,LOW,"Strongest family: retrieval. search_ranking `relevance` L4 at InMobi / NLP Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevan... | search_ranking `relevance` L4 at Observe.AI / Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevan...",template repetition; degree_order_reversal; previous_title_description_mismatch; template_repetition; thin evaluation evidence,NO,NO,"gold=MEDIUM; final=0.452; search=0.43; retrieval=0.91; eval=0.12; trust=14.0. search_ranking `relevance` L4 at InMobi / NLP Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevan..."
CAND_0070398,95,Acceptable but not interview-first,MEDIUM,MEDIUM,"Strongest family: retrieval. search_ranking `ranking model` L5 at Mad Street Den / Machine Learning Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | search_ranking `relevance` L4 at Genpact AI / Machine Learning Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevan...",template repetition; skills_headline_mismatch; template_repetition; thin evaluation evidence,NO,NO,gold=MEDIUM; final=0.450; search=0.62; retrieval=0.90; eval=0.06; trust=9.0. search_ranking `ranking model` L5 at Mad Street Den / Machine Learning Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM.
CAND_0039383,96,Acceptable but not interview-first,MEDIUM,MEDIUM,Strongest family: retrieval. search_ranking `ranking model` L5 at Meesho / Applied ML Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | search_ranking `ranking model` L5 at Paytm / NLP Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM.,template repetition; template_repetition; thin evaluation evidence,NO,NO,gold=MEDIUM; final=0.447; search=0.63; retrieval=0.77; eval=0.00; trust=8.0. search_ranking `ranking model` L5 at Meesho / Applied ML Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM.
CAND_0052335,97,Acceptable but not interview-first,MEDIUM,MEDIUM,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at Aganitha / Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Aganitha / Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",salary_min_above_max; salary_min_exceeds_max; thin retrieval evidence,NO,NO,"heuristic_label; final=0.442; search=0.66; retrieval=0.22; eval=0.83; trust=10.0. search_ranking `learning-to-rank` L5 at Aganitha / Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0037000,98,Acceptable but not interview-first,MEDIUM,MEDIUM,"Strongest family: evaluation. search_ranking `ranking model` L5 at CRED / Machine Learning Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | search_ranking `learning-to-rank` L5 at upGrad / Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",current_title_description_mismatch; current_title_evidence_mismatch; previous_title_description_mismatch; thin retrieval evidence,NO,NO,gold=MEDIUM; final=0.442; search=0.76; retrieval=0.15; eval=0.83; trust=12.0. search_ranking `ranking model` L5 at CRED / Machine Learning Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM.
CAND_0028793,99,Acceptable but not interview-first,MEDIUM,MEDIUM,"Strongest family: vector search. search_ranking `ranking model` L5 at Meesho / Machine Learning Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | search_ranking `relevance` L4 at Google / Search Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevan...",current_title_description_mismatch; moderate_career_incoherence; previous_title_description_mismatch,NO,NO,gold=MEDIUM; final=0.440; search=0.48; retrieval=0.69; eval=0.46; trust=10.0. search_ranking `ranking model` L5 at Meesho / Machine Learning Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM.
CAND_0058575,100,Acceptable but not interview-first,MEDIUM,HIGH,"Strongest family: vector search. search_ranking `relevance` L4 at Krutrim / AI Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevan... | evaluation `evaluation framework` L4 at Aganitha / Search Engineer: Designed the evaluation framework with both automatic metrics (BLEU, ROUGE) and human-in-the-loop quality scores.",previous_title_description_mismatch,NO,NO,"heuristic_label; final=0.435; search=0.25; retrieval=0.68; eval=0.46; trust=2.0. search_ranking `relevance` L4 at Krutrim / AI Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevan..."
