rank,candidate_id,search_ranking_score,retrieval_score,evaluation_score,recommendation_score,vector_search_score,behavioral_score,trust_score,trust_penalty,calibration_penalty,final_score,score_cap,reasoning,current_title,current_company,years_of_experience,skill_count,ai_skill_count,relevant_role_count,relevant_duration_months,max_evidence_level,level4_5_count,search_ranking_evidence_count,retrieval_evidence_count,evaluation_evidence_count,recommendation_evidence_count,vector_search_evidence_count,ownership_term_count,scale_term_count,template_repetition,keyword_stuffer,ai_transition,consulting_only,trust_points,trust_reason_codes,consistency_points,consistency_reason_codes
48,CAND_0060054,0.470285,0.69484,0.389968,0.792433,0.841118,0.840943,0.942857,0.02,0.0,0.578038,,"Evidence: Vector search L5 via `embeddings` at Zomato / Recommendation Systems Engineer: The system uses item-item similarity (via sentence-transformer embeddings) for cold starts and a gradient-boosted model trained on engagement signals for warm users. | Recommendation/matching L5 via `recommendation systems` at Zomato / Recommendation Systems Engineer: Recommendation Systems Engineer. | Retrieval L4 via `retrieval` at Mad Street Den / AI Engineer: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Search ranking L5 via `ranking model` at Uber / AI Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. Concerns: trust flags: previous_title_description_mismatch",AI Engineer,Mad Street Den,6.4,10,1,3,76.0,5,15,2,6,2,9,7,4,4,False,False,False,False,2.0,previous_title_description_mismatch,2.0,previous_title_description_mismatch
49,CAND_0030953,0.637899,0.71154,0.598414,0.710792,0.919576,0.8203,0.628571,0.12,0.0,0.568962,0.9,"Evidence: Vector search L5 via `embeddings` at Niramai / NLP Engineer: The system uses item-item similarity (via sentence-transformer embeddings) for cold starts and a gradient-boosted model trained on engagement signals for warm users. | Retrieval L4 via `retrieval` at Vedantu / Applied ML Engineer: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Recommendation/matching L5 via `recommendation system` at Niramai / NLP Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Search ranking L5 via `ranking model` at Nykaa / Search Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. Concerns: template-like repeated career descriptions; trust flags: current_title_description_mismatch, skills_current_role_mismatch, template_repetition; score capped at 0.90",Search Engineer,Nykaa,7.8,14,4,5,92.0,5,19,4,5,3,6,12,4,4,True,False,False,False,13.0,current_title_description_mismatch; skills_current_role_mismatch; template_repetition,5.0,current_title_description_mismatch; skills_current_role_mismatch
50,CAND_0044855,0.264717,0.69484,0.567963,0.787379,0.910347,0.8388,1.0,0.0,0.0,0.566329,,"Evidence: Vector search L5 via `embeddings` at LinkedIn / Recommendation Systems Engineer: The system uses item-item similarity (via sentence-transformer embeddings) for cold starts and a gradient-boosted model trained on engagement signals for warm users. | Recommendation/matching L5 via `recommendation systems` at LinkedIn / Recommendation Systems Engineer: Recommendation Systems Engineer. | Retrieval L4 via `retrieval` at Verloop.io / Machine Learning Engineer: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Evaluation L5 via `a/b testing` at LinkedIn / Recommendation Systems Engineer: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure.",Senior Data Scientist,Flipkart,6.6,17,4,3,78.0,5,18,2,6,3,7,13,2,4,False,False,False,False,0.0,,0.0,
51,CAND_0036863,0.880567,0.051544,0.95425,0.710792,0.430491,0.807847,0.771429,0.08,0.0,0.566186,0.92,"Evidence: Evaluation L5 via `human judgments` at upGrad / Senior Data Scientist: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Search ranking L5 via `learning-to-rank` at upGrad / Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Recommendation/matching L5 via `recommendation systems` at Zoho / Recommendation Systems Engineer: Recommendation Systems Engineer. | Vector search L4 via `embeddings` at Wysa / AI Engineer: Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). Concerns: limited stored retrieval-infrastructure evidence; template-like repeated career descriptions; trust flags: template_repetition; score capped at 0.92",Senior Data Scientist,upGrad,4.3,10,0,3,51.0,5,18,6,2,8,6,5,3,1,True,False,False,False,8.0,template_repetition,0.0,
52,CAND_0041610,0.886036,0.188905,0.95425,0.724444,0.503082,0.804921,0.514286,0.12,0.0,0.566099,0.9,"Evidence: Evaluation L5 via `human judgments` at Zoho / Recommendation Systems Engineer: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Search ranking L5 via `learning-to-rank` at Zoho / Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Recommendation/matching L5 via `recommendation systems` at Zoho / Recommendation Systems Engineer: Recommendation Systems Engineer. | Vector search L4 via `embeddings` at InMobi / Search Engineer: Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). Concerns: template-like repeated career descriptions; trust flags: current_title_description_mismatch, previous_title_description_mismatch, skills_career_history_mismatch; score capped at 0.90",Recommendation Systems Engineer,Zoho,6.7,17,4,3,53.0,5,18,8,5,8,8,7,4,2,True,False,False,False,17.0,current_title_description_mismatch; previous_title_description_mismatch; skills_career_history_mismatch; skills_current_role_mismatch; skills_headline_mismatch; template_repetition,9.0,current_title_description_mismatch; previous_title_description_mismatch; skills_current_role_mismatch; skills_headline_mismatch; skills_career_history_mismatch
53,CAND_0061655,0.654409,0.076311,0.8343,0.787379,0.57241,0.9567,0.942857,0.02,0.0,0.565204,,"Evidence: Evaluation L5 via `human judgments` at Krutrim / Machine Learning Engineer: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Recommendation/matching L5 via `recommendation systems` at Google / Recommendation Systems Engineer: Recommendation Systems Engineer. | Search ranking L5 via `learning-to-rank` at Krutrim / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Vector search L5 via `embeddings` at Google / Recommendation Systems Engineer: The system uses item-item similarity (via sentence-transformer embeddings) for cold starts and a gradient-boosted model trained on engagement signals for warm users. Concerns: limited stored retrieval-infrastructure evidence; trust flags: previous_title_description_mismatch",Machine Learning Engineer,Krutrim,4.6,17,5,2,54.0,5,12,3,3,5,7,4,3,5,False,False,False,False,2.0,previous_title_description_mismatch,2.0,previous_title_description_mismatch
54,CAND_0047721,0.663363,0.097025,0.824089,0.661966,0.576343,0.717599,1.0,0.0,0.0,0.559573,,"Evidence: Evaluation L5 via `a/b testing` at Microsoft / Senior Data Scientist: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure. | Search ranking L5 via `learning-to-rank` at Observe.AI / NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Recommendation/matching L5 via `recommendation system` at Microsoft / Senior Data Scientist: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Vector search L5 via `embeddings` at Microsoft / Senior Data Scientist: The system uses item-item similarity (via sentence-transformer embeddings) for cold starts and a gradient-boosted model trained on engagement signals for warm users. Concerns: limited stored retrieval-infrastructure evidence; long notice period (90 days)",Senior Data Scientist,Microsoft,7.0,17,4,2,84.0,5,11,4,3,4,6,5,3,5,False,False,False,False,0.0,,0.0,
55,CAND_0070202,0.670235,0.167157,0.824089,0.702074,0.626912,0.746293,0.914286,0.03,0.0,0.558333,,"Evidence: Evaluation L5 via `human judgments` at BYJU'S / Machine Learning Engineer: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Recommendation/matching L5 via `recommendation system` at Dream11 / Search Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Search ranking L5 via `learning-to-rank` at BYJU'S / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Vector search L5 via `embeddings` at Dream11 / Search Engineer: The system uses item-item similarity (via sentence-transformer embeddings) for cold starts and a gradient-boosted model trained on engagement signals for warm users. Concerns: limited stored retrieval-infrastructure evidence; long notice period (90 days); trust flags: previous_title_description_mismatch, skills_headline_mismatch",Machine Learning Engineer,BYJU'S,5.1,15,5,2,61.0,5,11,5,4,4,4,6,3,5,False,False,False,False,3.0,previous_title_description_mismatch; skills_headline_mismatch,3.0,previous_title_description_mismatch; skills_headline_mismatch
56,CAND_0078492,0.880567,0.237628,0.92622,0.717666,0.238681,0.8432,0.6,0.12,0.0,0.553813,0.9,"Evidence: Evaluation L5 via `human judgments` at Verloop.io / Recommendation Systems Engineer: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Search ranking L5 via `learning-to-rank` at Verloop.io / Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Recommendation/matching L5 via `recommendation systems` at Verloop.io / Recommendation Systems Engineer: Recommendation Systems Engineer. | Vector search L3 via `faiss` at Verloop.io / Recommendation Systems Engineer: Recently, I built our semantic search infrastructure from scratch  sentence-transformers, FAISS, the works. Concerns: template-like repeated career descriptions; trust flags: current_title_description_mismatch, skills_career_history_mismatch, skills_current_role_mismatch; score capped at 0.90",Recommendation Systems Engineer,Verloop.io,5.1,17,2,2,61.0,5,14,6,4,6,8,4,2,1,True,False,False,False,14.0,current_title_description_mismatch; skills_career_history_mismatch; skills_current_role_mismatch; template_repetition,6.0,current_title_description_mismatch; skills_current_role_mismatch; skills_career_history_mismatch
57,CAND_0006557,0.661464,0.095316,0.865145,0.812607,0.5841,0.7402,0.885714,0.04,0.0,0.546146,,"Evidence: Evaluation L5 via `human judgments` at Paytm / NLP Engineer: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Recommendation/matching L5 via `recommendation systems` at Apple / Recommendation Systems Engineer: Recommendation Systems Engineer. | Search ranking L5 via `learning-to-rank` at Paytm / NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Vector search L5 via `embeddings` at Apple / Recommendation Systems Engineer: The system uses item-item similarity (via sentence-transformer embeddings) for cold starts and a gradient-boosted model trained on engagement signals for warm users. Concerns: limited stored retrieval-infrastructure evidence; long notice period (120 days); trust flags: previous_title_description_mismatch, skills_current_role_mismatch",NLP Engineer,Paytm,7.9,18,2,2,94.0,5,12,4,4,6,5,7,3,5,False,False,False,False,4.0,previous_title_description_mismatch; skills_current_role_mismatch,4.0,previous_title_description_mismatch; skills_current_role_mismatch
58,CAND_0044883,0.481099,0.715451,0.29178,0.833252,0.788384,0.8302,0.857143,0.05,0.0,0.539128,,"Evidence: Recommendation/matching L5 via `recommendation systems` at Paytm / Recommendation Systems Engineer: Recommendation Systems Engineer. | Vector search L4 via `faiss` at Meesho / Recommendation Systems Engineer: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Retrieval L4 via `retrieval` at Meesho / Recommendation Systems Engineer: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Search ranking L5 via `ranking model` at Paytm / Recommendation Systems Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. Concerns: long notice period (90 days); trust flags: previous_title_description_mismatch, skills_headline_mismatch",AI Engineer,Mad Street Den,6.3,15,6,3,61.0,5,17,3,8,1,6,8,5,2,False,False,False,False,5.0,previous_title_description_mismatch; skills_headline_mismatch,5.0,previous_title_description_mismatch; previous_title_description_mismatch; skills_headline_mismatch
59,CAND_0018549,0.654409,0.149661,0.824089,0.88558,0.626912,0.829133,0.8,0.07,0.0,0.536906,,"Evidence: Recommendation/matching L5 via `recommendation systems` at Uber / Recommendation Systems Engineer: Recommendation Systems Engineer. | Evaluation L5 via `human judgments` at Uber / Recommendation Systems Engineer: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Search ranking L5 via `learning-to-rank` at Uber / Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Vector search L5 via `embeddings` at Flipkart / Machine Learning Engineer: The system uses item-item similarity (via sentence-transformer embeddings) for cold starts and a gradient-boosted model trained on engagement signals for warm users. Concerns: limited stored retrieval-infrastructure evidence; trust flags: current_title_description_mismatch, skills_career_history_mismatch, skills_current_role_mismatch",Recommendation Systems Engineer,Uber,6.8,14,3,2,81.0,5,13,3,3,4,8,6,3,5,False,False,False,False,7.0,current_title_description_mismatch; skills_career_history_mismatch; skills_current_role_mismatch; skills_headline_mismatch,7.0,current_title_description_mismatch; skills_current_role_mismatch; skills_headline_mismatch; skills_career_history_mismatch
60,CAND_0041568,0.661464,0.253314,0.890919,0.709155,0.811148,0.761112,0.714286,0.1,0.0,0.532068,,"Evidence: Evaluation L5 via `human judgments` at Haptik / Search Engineer: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Vector search L5 via `embeddings` at Flipkart / Applied ML Engineer: The system uses item-item similarity (via sentence-transformer embeddings) for cold starts and a gradient-boosted model trained on engagement signals for warm users. | Recommendation/matching L5 via `recommendation system` at Flipkart / Applied ML Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Search ranking L5 via `learning-to-rank` at Haptik / Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concerns: long notice period (90 days); trust flags: current_title_description_mismatch, moderate_career_incoherence, previous_title_description_mismatch",Search Engineer,Haptik,5.2,18,4,3,61.0,5,15,4,5,6,6,11,3,5,False,False,False,False,10.0,current_title_description_mismatch; moderate_career_incoherence; previous_title_description_mismatch; skills_career_history_mismatch; skills_current_role_mismatch,10.0,current_title_description_mismatch; previous_title_description_mismatch; moderate_career_incoherence; skills_current_role_mismatch; skills_career_history_mismatch
61,CAND_0030348,0.24516,0.719073,0.432964,0.710792,0.862644,0.8745,1.0,0.0,0.0,0.531118,,"Evidence: Vector search L5 via `embeddings` at PolicyBazaar / Senior Data Scientist: The system uses item-item similarity (via sentence-transformer embeddings) for cold starts and a gradient-boosted model trained on engagement signals for warm users. | Retrieval L4 via `retrieval` at BYJU'S / Machine Learning Engineer: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Recommendation/matching L5 via `recommendation system` at PolicyBazaar / Senior Data Scientist: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Evaluation L5 via `a/b testing` at PolicyBazaar / Senior Data Scientist: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure.",Machine Learning Engineer,BYJU'S,4.5,16,5,2,53.0,5,13,1,6,2,6,10,2,4,False,False,False,False,0.0,,0.0,
62,CAND_0014440,0.883005,0.144826,0.935401,0.717735,0.14344,0.851716,0.6,0.12,0.0,0.528863,0.9,"Evidence: Evaluation L5 via `human judgments` at CRED / Recommendation Systems Engineer: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Search ranking L5 via `learning-to-rank` at CRED / Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Recommendation/matching L5 via `recommendation systems` at CRED / Recommendation Systems Engineer: Recommendation Systems Engineer. | Retrieval L3 via `retrieval` at CRED / Recommendation Systems Engineer: Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. Concerns: limited stored retrieval-infrastructure evidence; template-like repeated career descriptions; trust flags: current_title_description_mismatch, skills_current_role_mismatch, skills_headline_mismatch; score capped at 0.90",Recommendation Systems Engineer,CRED,6.4,12,3,2,62.0,5,14,7,3,7,6,4,4,2,True,False,False,False,14.0,current_title_description_mismatch; skills_current_role_mismatch; skills_headline_mismatch; template_repetition,6.0,current_title_description_mismatch; skills_current_role_mismatch; skills_headline_mismatch
63,CAND_0041669,0.661464,0.071059,0.890919,0.888327,0.756484,0.9122,0.742857,0.09,0.0,0.528399,,"Evidence: Evaluation L5 via `human judgments` at CRED / Recommendation Systems Engineer: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Recommendation/matching L5 via `recommendation systems` at CRED / Recommendation Systems Engineer: Recommendation Systems Engineer. | Vector search L5 via `embeddings` at Yellow.ai / NLP Engineer: The system uses item-item similarity (via sentence-transformer embeddings) for cold starts and a gradient-boosted model trained on engagement signals for warm users. | Search ranking L5 via `learning-to-rank` at CRED / Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concerns: limited stored retrieval-infrastructure evidence; trust flags: current_title_description_mismatch, previous_title_description_mismatch, skills_career_history_mismatch",Recommendation Systems Engineer,CRED,8.0,20,2,3,95.0,5,17,4,3,6,8,9,3,5,False,False,False,False,9.0,current_title_description_mismatch; previous_title_description_mismatch; skills_career_history_mismatch; skills_current_role_mismatch; skills_headline_mismatch,9.0,current_title_description_mismatch; previous_title_description_mismatch; skills_current_role_mismatch; skills_headline_mismatch; skills_career_history_mismatch
64,CAND_0079387,0.264717,0.709473,0.541339,0.660052,0.907827,0.893774,0.914286,0.03,0.0,0.523295,,"Evidence: Vector search L5 via `embeddings` at Microsoft / AI Engineer: The system uses item-item similarity (via sentence-transformer embeddings) for cold starts and a gradient-boosted model trained on engagement signals for warm users. | Retrieval L4 via `retrieval` at BYJU'S / AI Engineer: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Recommendation/matching L5 via `recommendation system` at Microsoft / AI Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Evaluation L5 via `a/b testing` at Microsoft / AI Engineer: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure. Concerns: trust flags: skills_current_role_mismatch, skills_headline_mismatch",AI Engineer,Microsoft,6.9,20,1,3,63.0,5,17,2,7,2,6,10,3,5,False,False,False,False,3.0,skills_current_role_mismatch; skills_headline_mismatch,3.0,skills_current_role_mismatch; skills_headline_mismatch
65,CAND_0002025,0.696222,0.298167,0.124438,0.757066,0.630344,0.9328,1.0,0.0,0.0,0.520999,,"Evidence: Recommendation/matching L5 via `recommendation system` at Apple / Senior AI Engineer: Built and shipped a production recommendation system at a marketplace product, going from offline experimentation to live A/B test in 5 months. | Search ranking L5 via `ranking layer` at Apple / Senior AI Engineer: The system combined collaborative filtering (matrix factorization), content-based features (TF-IDF + sentence-transformer embeddings), and a behavioral re-ranking layer. | Vector search L5 via `embeddings` at Apple / Senior AI Engineer: The system combined collaborative filtering (matrix factorization), content-based features (TF-IDF + sentence-transformer embeddings), and a behavioral re-ranking layer. | Retrieval L3 via `retrieval` at Apple / Senior AI Engineer: Senior AI engineer with 5.9 years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Concerns: limited stored evaluation/relevance evidence",Senior AI Engineer,Apple,5.9,20,5,2,70.0,5,8,5,4,1,5,7,4,4,False,False,False,False,0.0,,0.0,
66,CAND_0068811,0.654409,0.126861,0.890919,0.882131,0.791414,0.627666,0.742857,0.09,0.0,0.52069,,"Evidence: Evaluation L5 via `a/b testing` at Freshworks / Applied ML Engineer: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure. | Recommendation/matching L5 via `recommendation system` at Freshworks / Applied ML Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Vector search L5 via `embeddings` at Freshworks / Applied ML Engineer: The system uses item-item similarity (via sentence-transformer embeddings) for cold starts and a gradient-boosted model trained on engagement signals for warm users. | Search ranking L5 via `learning-to-rank` at Meesho / Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concerns: limited stored retrieval-infrastructure evidence; trust flags: degree_order_reversal, previous_title_description_mismatch, skills_current_role_mismatch",Applied ML Engineer,Freshworks,8.0,19,3,3,70.0,5,17,3,2,6,6,13,4,6,False,False,False,False,9.0,degree_order_reversal; previous_title_description_mismatch; skills_current_role_mismatch; skills_headline_mismatch,9.0,previous_title_description_mismatch; degree_order_reversal; skills_current_role_mismatch; skills_headline_mismatch
67,CAND_0069905,0.456309,0.9091,0.379909,0.647976,0.930754,0.83474,0.685714,0.11,0.0,0.5194,0.92,"Evidence: Vector search L4 via `faiss` at Sarvam AI / Applied ML Engineer: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Retrieval L4 via `retrieval` at Sarvam AI / Applied ML Engineer: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Recommendation/matching L4 via `recommendation systems` at Observe.AI / Recommendation Systems Engineer: Recommendation Systems Engineer. | Search ranking L4 via `relevance` at Sarvam AI / Applied ML Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Concerns: template-like repeated career descriptions; long notice period (90 days); trust flags: previous_title_description_mismatch, skills_headline_mismatch, template_repetition; score capped at 0.92",Applied ML Engineer,Sarvam AI,6.6,17,4,3,78.0,4,22,4,10,2,6,12,2,0,True,False,False,False,11.0,previous_title_description_mismatch; skills_headline_mismatch; template_repetition,3.0,previous_title_description_mismatch; skills_headline_mismatch
68,CAND_0012957,0.654409,0.126861,0.824089,0.710792,0.626912,0.784112,0.828571,0.06,0.0,0.517536,,"Evidence: Evaluation L5 via `human judgments` at Razorpay / Search Engineer: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Recommendation/matching L5 via `recommendation system` at Mad Street Den / NLP Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Search ranking L5 via `learning-to-rank` at Razorpay / Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Vector search L5 via `embeddings` at Mad Street Den / NLP Engineer: The system uses item-item similarity (via sentence-transformer embeddings) for cold starts and a gradient-boosted model trained on engagement signals for warm users. Concerns: limited stored retrieval-infrastructure evidence; long notice period (120 days); trust flags: current_title_description_mismatch, skills_career_history_mismatch, skills_current_role_mismatch",Search Engineer,Razorpay,4.9,15,6,2,58.0,5,11,3,2,4,6,6,3,5,False,False,False,False,6.0,current_title_description_mismatch; skills_career_history_mismatch; skills_current_role_mismatch,6.0,current_title_description_mismatch; skills_current_role_mismatch; skills_career_history_mismatch
69,CAND_0075574,0.757479,0.076311,0.831568,0.28637,0.440918,0.808402,0.914286,0.03,0.0,0.509019,,"Evidence: Evaluation L5 via `human judgments` at Haptik / Machine Learning Engineer: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Search ranking L5 via `learning-to-rank` at Haptik / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Vector search L4 via `embeddings` at Genpact AI / NLP Engineer: Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). | Recommendation/matching L3 via `recommendation systems` at Haptik / Machine Learning Engineer: Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Concerns: limited stored retrieval-infrastructure evidence; trust flags: skills_current_role_mismatch, skills_headline_mismatch",Machine Learning Engineer,Haptik,5.7,16,2,3,68.0,5,11,4,3,5,6,7,4,2,False,False,False,False,3.0,skills_current_role_mismatch; skills_headline_mismatch,3.0,skills_current_role_mismatch; skills_headline_mismatch
70,CAND_0031593,0.654409,0.097025,0.875416,0.67,0.751942,0.797511,0.771429,0.08,0.0,0.504707,,"Evidence: Evaluation L5 via `human judgments` at Genpact AI / Search Engineer: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Vector search L5 via `embeddings` at Aganitha / Search Engineer: The system uses item-item similarity (via sentence-transformer embeddings) for cold starts and a gradient-boosted model trained on engagement signals for warm users. | Recommendation/matching L5 via `recommendation system` at Aganitha / Search Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Search ranking L5 via `learning-to-rank` at Genpact AI / Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concerns: limited stored retrieval-infrastructure evidence; long notice period (90 days); trust flags: current_title_description_mismatch, previous_title_description_mismatch, skills_career_history_mismatch",Search Engineer,Genpact AI,7.8,16,2,3,92.0,5,15,3,3,5,8,7,3,5,False,False,False,False,8.0,current_title_description_mismatch; previous_title_description_mismatch; skills_career_history_mismatch; skills_current_role_mismatch,8.0,current_title_description_mismatch; previous_title_description_mismatch; skills_current_role_mismatch; skills_career_history_mismatch
71,CAND_0011162,0.757479,0.126861,0.728375,0.826332,0.182113,0.742535,0.8,0.07,0.0,0.504139,,"Evidence: Recommendation/matching L5 via `recommendation systems` at upGrad / Recommendation Systems Engineer: Recommendation Systems Engineer. | Search ranking L5 via `ranking model` at upGrad / Recommendation Systems Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Evaluation L5 via `human judgments` at Google / Machine Learning Engineer: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Vector search L3 via `embedding` at upGrad / Recommendation Systems Engineer: Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. Concerns: limited stored retrieval-infrastructure evidence; long notice period (90 days); trust flags: current_title_description_mismatch, skills_career_history_mismatch, skills_current_role_mismatch",Recommendation Systems Engineer,upGrad,5.8,17,3,3,68.0,5,11,4,2,3,8,9,5,3,False,False,False,False,7.0,current_title_description_mismatch; skills_career_history_mismatch; skills_current_role_mismatch; skills_headline_mismatch,7.0,current_title_description_mismatch; skills_current_role_mismatch; skills_headline_mismatch; skills_career_history_mismatch
72,CAND_0072660,0.880567,0.257535,0.92622,0.268996,0.238681,0.813264,0.657143,0.12,0.0,0.502455,0.9,"Evidence: Evaluation L5 via `human judgments` at Adobe / NLP Engineer: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Search ranking L5 via `learning-to-rank` at Adobe / NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Recommendation/matching L3 via `recommendation systems` at Unacademy / Machine Learning Engineer: Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. | Retrieval L3 via `semantic search` at Unacademy / Machine Learning Engineer: Recently, I built our semantic search infrastructure from scratch  sentence-transformers, FAISS, the works. Concerns: template-like repeated career descriptions; trust flags: degree_order_reversal, template_repetition; score capped at 0.90",Machine Learning Engineer,Unacademy,7.1,18,3,2,66.0,5,12,6,5,6,4,4,4,2,True,False,False,False,12.0,degree_order_reversal; template_repetition,4.0,degree_order_reversal
