candidate_id,current_rank,current_title,years_experience,candidate_family,interview_decision,confidence,strongest_evidence,biggest_concern,suggested_rank_band,ranker_judgment,reasoning
CAND_0006567,61,Senior AI Engineer,7.9,Applied ML Engineer,MAYBE,MEDIUM,"Ranking/relevance: Razorpay Senior Applied Scientist: The work spanned data infrastructure, ranking algorithms, evaluation methodology, and direct collaboration with product/PM on what 'relevance' actually means for our u... | Evaluation: Razorpay Senior Applied Scientist: Spent a fair amount of time on the eval side - building offline metrics that actually correlated with online engagement, which turned out to be the hardest part.","Profile consistency concern: previous_title_description_mismatch,  moderate_career_incoherence,  skills_current_role_mismatch",Top 100,Correct,"Committee classifies this as Applied ML Engineer. Ranking/relevance: Razorpay Senior Applied Scientist: The work spanned data infrastructure, ranking algorithms, evaluation methodology, and direct collaboration with product/PM on what 'relevance' actually means for our u... | Evaluation: Razorpay Senior Applied Scientist: Spent a fair amount of time on the eval side - building offline metrics that actually correlated with online engagement, which turned out to be the hardest part. Concern: Profile consistency concern: previous_title_description_mismatch, moderate_career_incoherence, skills_current_role_mismatch Decision is MAYBE and suggested band is Top 100 because role-level evidence, n..."
CAND_0030348,62,Machine Learning Engineer,4.5,Retrieval Engineer,MAYBE,HIGH,"Retrieval/search infra: BYJU'S Machine Learning Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: BYJU'S Machine Learning Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments.",No major concern beyond normal verification of synthetic profile evidence.,Top 50,Slightly Low,"Committee classifies this as Retrieval Engineer. Retrieval/search infra: BYJU'S Machine Learning Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: BYJU'S Machine Learning Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Concern: No major concern beyond normal verification of synthetic profile evidence. Decision is MAYBE and suggested band is Top 50 because role-level evidence, not rank position, drives the judgment."
CAND_0041610,63,Recommendation Systems Engineer,6.7,Recommendation Engineer,MAYBE,MEDIUM,"Ranking/relevance: Zoho Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Zoho Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.","Profile consistency concern: current_title_description_mismatch,  previous_title_description_mismatch,  skills_current_role_mismatch,  skills_headline_mismatch,  skills_career_history_mismatch",Top 50,Slightly Low,"Committee classifies this as Recommendation Engineer. Ranking/relevance: Zoho Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Zoho Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: current_title_description_mismatch, previous_title_description_mismatch, skills_current_role_mismatch, skills_headline_mismatch, skills_career_history_mismatch Decision is MAYBE and sugges..."
CAND_0002025,64,Senior AI Engineer,5.9,Applied ML Engineer,MAYBE,MEDIUM,"Ranking/relevance: Apple Senior AI Engineer: The system combined collaborative filtering (matrix factorization), content-based features (TF-IDF + sentence-transformer embeddings), and a behavioral re-ranking layer. | Evaluation: Apple Senior AI Engineer: Built and shipped a production recommendation system at a marketplace product, going from offline experimentation to live A/B test in 5 months.",Weak retrieval/search infrastructure evidence.,Top 50,Slightly Low,"Committee classifies this as Applied ML Engineer. Ranking/relevance: Apple Senior AI Engineer: The system combined collaborative filtering (matrix factorization), content-based features (TF-IDF + sentence-transformer embeddings), and a behavioral re-ranking layer. | Evaluation: Apple Senior AI Engineer: Built and shipped a production recommendation system at a marketplace product, going from offline experimentation to live A/B test in 5 months. Concern: Weak retrieval/search infrastructure evidence. Decision is MAYBE and suggested band is Top 50 because role-level evidence, not rank position, drives the judgment."
CAND_0075574,65,Machine Learning Engineer,5.7,Search Ranking Engineer,YES,HIGH,"Ranking/relevance: Haptik Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Haptik Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.","Profile consistency concern: skills_current_role_mismatch,  skills_headline_mismatch",Top 25,Much Too Low,"Committee classifies this as Search Ranking Engineer. Ranking/relevance: Haptik Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Haptik Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: skills_current_role_mismatch, skills_headline_mismatch Decision is YES and suggested band is Top 25 because role-level evidence, not rank position, drives the judgment."
CAND_0009691,66,Applied ML Engineer,6.2,Generic ML Engineer,NO,LOW,Ranking/relevance: LinkedIn Applied ML Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Evaluation: LinkedIn Applied ML Engineer: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure.,Repeated/template-like role descriptions across employers; committee discounts confidence.,Outside Top 100,Slightly High,"Committee classifies this as Generic ML Engineer. Ranking/relevance: LinkedIn Applied ML Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Evaluation: LinkedIn Applied ML Engineer: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure. Concern: Repeated/template-like role descriptions across employers; committee discounts confidence. Decision is NO and suggested band is Outside Top 100 because role-level evidence, not rank position, drives the judgment."
CAND_0092278,67,Senior NLP Engineer,6.8,Search Ranking Engineer,YES,MEDIUM,"Ranking/relevance: Microsoft Senior NLP Engineer: The system combined collaborative filtering (matrix factorization), content-based features (TF-IDF + sentence-transformer embeddings), and a behavioral re-ranking layer. | Retrieval/search infra: Saarthi.ai Senior NLP Engineer: Built a RAG-based ranking pipeline serving 50M+ queries per month for an internal recruiter-facing search product.",Repeated/template-like role descriptions across employers; committee discounts confidence.,Top 10,Much Too Low,"Committee classifies this as Search Ranking Engineer. Ranking/relevance: Microsoft Senior NLP Engineer: The system combined collaborative filtering (matrix factorization), content-based features (TF-IDF + sentence-transformer embeddings), and a behavioral re-ranking layer. | Retrieval/search infra: Saarthi.ai Senior NLP Engineer: Built a RAG-based ranking pipeline serving 50M+ queries per month for an internal recruiter-facing search product. Concern: Repeated/template-like role descriptions across employers; committee discounts confidence. Decision is YES and suggested band is Top 10 because role-level evidence, not rank position, drives the judgment."
CAND_0041568,68,Search Engineer,5.2,Search Ranking Engineer,MAYBE,MEDIUM,"Ranking/relevance: Haptik Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Haptik Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.","Profile consistency concern: current_title_description_mismatch,  previous_title_description_mismatch,  moderate_career_incoherence,  skills_current_role_mismatch,  skills_career_history_mismatch",Top 50,Slightly Low,"Committee classifies this as Search Ranking Engineer. Ranking/relevance: Haptik Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Haptik Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: current_title_description_mismatch, previous_title_description_mismatch, moderate_career_incoherence, skills_current_role_mismatch, skills_career_history_mismatch Decision is MAYBE and suggested band is Top 50 becaus..."
CAND_0028793,69,Search Engineer,7.2,Search Ranking Engineer,MAYBE,MEDIUM,"Ranking/relevance: Google Search Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Google Search Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents.","Profile consistency concern: current_title_description_mismatch,  previous_title_description_mismatch,  moderate_career_incoherence,  skills_current_role_mismatch,  skills_career_history_mismatch",Top 50,Slightly Low,"Committee classifies this as Search Ranking Engineer. Ranking/relevance: Google Search Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Google Search Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: current_title_description_mismatch, previous_title_description_mismatch, moderate_career_incoherence, skills_current_role_mismatch, skills_career_history_mismatch Decision is MAYBE and suggested band is Top 50 because role-level evidence, not rank position, drives the judgment."
CAND_0000031,70,Recommendation Systems Engineer,6.0,Recommendation Engineer,MAYBE,MEDIUM,"Ranking/relevance: Swiggy Recommendation Systems Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Retrieval/search infra: Zomato Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.","Profile consistency concern: current_title_description_mismatch,  previous_title_description_mismatch,  skills_current_role_mismatch,  skills_headline_mismatch,  skills_career_history_mismatch",Top 50,Slightly Low,"Committee classifies this as Recommendation Engineer. Ranking/relevance: Swiggy Recommendation Systems Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Retrieval/search infra: Zomato Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: current_title_description_mismatch, previous_title_description_mismatch, skills_current_role_mismatch, skills_headline_mismatch, skills_career_history_mismatch Decision is MAYBE and suggested band is Top 50 because role-level evidence, not..."
CAND_0030468,71,Senior Applied Scientist,5.4,Other,MAYBE,MEDIUM,"Ranking/relevance: Swiggy Senior Applied Scientist: Most of the technical effort went into the boring-but-essential parts: index refresh, query understanding, ranking calibration, and the dashboards that made the system... | Retrieval/search infra: Swiggy Senior Applied Scientist: Most of the technical effort went into the boring-but-essential parts: index refresh, query understanding, ranking calibration, and the dashboards that made the system...",Repeated/template-like role descriptions across employers; committee discounts confidence.,Top 100,Correct,"Committee classifies this as Other. Ranking/relevance: Swiggy Senior Applied Scientist: Most of the technical effort went into the boring-but-essential parts: index refresh, query understanding, ranking calibration, and the dashboards that made the system... | Retrieval/search infra: Swiggy Senior Applied Scientist: Most of the technical effort went into the boring-but-essential parts: index refresh, query understanding, ranking calibration, and the dashboards that made the system... Concern: Repeated/template-like role descriptions across employers; committee discounts confidence. Decision is MAYBE and suggested band is Top 100 because role-level evidence, not rank position, drives the j..."
CAND_0076163,72,NLP Engineer,6.9,Search Ranking Engineer,MAYBE,MEDIUM,"Ranking/relevance: Ola NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Ola NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",Repeated/template-like role descriptions across employers; committee discounts confidence.,Top 50,Slightly Low,"Committee classifies this as Search Ranking Engineer. Ranking/relevance: Ola NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Ola NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Repeated/template-like role descriptions across employers; committee discounts confidence. Decision is MAYBE and suggested band is Top 50 because role-level evidence, not rank position, drives the judgment."
CAND_0094759,73,Lead AI Engineer,8.6,Search Ranking Engineer,YES,MEDIUM,Ranking/relevance: Meta Lead AI Engineer: Designed three successive ranker variants and ran them in A/B testing alongside the legacy keyword system. | Retrieval/search infra: Meta Lead AI Engineer: Led the migration from keyword-based to embedding-based search across a 30M+ candidate corpus over 8 months.,Profile consistency concern: previous_title_description_mismatch,Top 10,Much Too Low,"Committee classifies this as Search Ranking Engineer. Ranking/relevance: Meta Lead AI Engineer: Designed three successive ranker variants and ran them in A/B testing alongside the legacy keyword system. | Retrieval/search infra: Meta Lead AI Engineer: Led the migration from keyword-based to embedding-based search across a 30M+ candidate corpus over 8 months. Concern: Profile consistency concern: previous_title_description_mismatch Decision is YES and suggested band is Top 10 because role-level evidence, not rank position, drives the judgment."
CAND_0007009,74,Recommendation Systems Engineer,7.9,Recommendation Engineer,MAYBE,MEDIUM,"Ranking/relevance: Netflix Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Netflix Recommendation Systems Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents.","Profile consistency concern: current_title_description_mismatch,  previous_title_description_mismatch,  previous_title_description_mismatch,  skills_current_role_mismatch,  skills_career_history_mismatch",Top 100,Correct,"Committee classifies this as Recommendation Engineer. Ranking/relevance: Netflix Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Netflix Recommendation Systems Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: current_title_description_mismatch, previous_title_description_mismatch, previous_title_description_mismatch, skills_current_role_mismatch, skills_career_history_mismatch Decision is MAYBE and suggested band is Top 100 because role-level evidence, not rank pos..."
CAND_0054123,75,Applied ML Engineer,4.7,Retrieval Engineer,MAYBE,MEDIUM,Retrieval/search infra: CRED AI Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: Meta Applied ML Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking.,Profile consistency concern: skills_headline_mismatch,Top 50,Slightly Low,"Committee classifies this as Retrieval Engineer. Retrieval/search infra: CRED AI Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: Meta Applied ML Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Concern: Profile consistency concern: skills_headline_mismatch Decision is MAYBE and suggested band is Top 50 because role-level evidence, not rank position, drives the judgment."
CAND_0031593,76,Search Engineer,7.8,Search Ranking Engineer,MAYBE,MEDIUM,"Ranking/relevance: Genpact AI Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Genpact AI Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.","Profile consistency concern: current_title_description_mismatch,  previous_title_description_mismatch,  skills_current_role_mismatch,  skills_career_history_mismatch",Top 50,Slightly Low,"Committee classifies this as Search Ranking Engineer. Ranking/relevance: Genpact AI Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Genpact AI Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: current_title_description_mismatch, previous_title_description_mismatch, skills_current_role_mismatch, skills_career_history_mismatch Decision is MAYBE and suggested band is Top 50 because role-level evidence..."
CAND_0037000,77,Search Engineer,2.7,Search Ranking Engineer,MAYBE,MEDIUM,"Ranking/relevance: CRED Machine Learning Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Retrieval/search infra: upGrad Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.","Profile consistency concern: current_title_description_mismatch,  previous_title_description_mismatch,  skills_current_role_mismatch,  skills_career_history_mismatch",Top 50,Slightly Low,"Committee classifies this as Search Ranking Engineer. Ranking/relevance: CRED Machine Learning Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Retrieval/search infra: upGrad Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: current_title_description_mismatch, previous_title_description_mismatch, skills_current_role_mismatch, skills_career_history_mismatch Decision is MAYBE and suggested band is Top 50 because role-level evidence, not rank position, drives the judgment."
CAND_0033861,78,Senior NLP Engineer,8.0,NLP Engineer,YES,HIGH,Ranking/relevance: Mad Street Den Senior NLP Engineer: Fine-tuned LLaMA-2-7B and Mistral-7B variants using LoRA and QLoRA for domain-specific candidate-JD matching. | Retrieval/search infra: Sarvam AI Senior NLP Engineer: Owned the design and rollout of a large-scale semantic search system serving an internal corpus of 35M+ items.,Profile consistency concern: degree_order_reversal,Top 25,Much Too Low,"Committee classifies this as NLP Engineer. Ranking/relevance: Mad Street Den Senior NLP Engineer: Fine-tuned LLaMA-2-7B and Mistral-7B variants using LoRA and QLoRA for domain-specific candidate-JD matching. | Retrieval/search infra: Sarvam AI Senior NLP Engineer: Owned the design and rollout of a large-scale semantic search system serving an internal corpus of 35M+ items. Concern: Profile consistency concern: degree_order_reversal Decision is YES and suggested band is Top 25 because role-level evidence, not rank position, drives the judgment."
CAND_0006557,79,NLP Engineer,7.9,Search Ranking Engineer,YES,HIGH,"Ranking/relevance: Paytm NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Paytm NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.","Profile consistency concern: previous_title_description_mismatch,  skills_current_role_mismatch",Top 50,Slightly Low,"Committee classifies this as Search Ranking Engineer. Ranking/relevance: Paytm NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Paytm NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: previous_title_description_mismatch, skills_current_role_mismatch Decision is YES and suggested band is Top 50 because role-level evidence, not rank position, drives the judgment."
CAND_0051630,80,Machine Learning Engineer,6.0,Search Ranking Engineer,YES,HIGH,"Ranking/relevance: Razorpay Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Razorpay Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",No major concern beyond normal verification of synthetic profile evidence.,Top 25,Much Too Low,"Committee classifies this as Search Ranking Engineer. Ranking/relevance: Razorpay Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Razorpay Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: No major concern beyond normal verification of synthetic profile evidence. Decision is YES and suggested band is Top 25 because role-level evidence, not rank position, drives the judgment."
CAND_0070485,81,Search Engineer,6.4,Search Ranking Engineer,YES,MEDIUM,"Ranking/relevance: Saarthi.ai Search Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Saarthi.ai Search Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents.","Profile consistency concern: current_title_description_mismatch,  skills_current_role_mismatch,  skills_career_history_mismatch",Top 50,Slightly Low,"Committee classifies this as Search Ranking Engineer. Ranking/relevance: Saarthi.ai Search Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Saarthi.ai Search Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: current_title_description_mismatch, skills_current_role_mismatch, skills_career_history_mismatch Decision is YES and suggested band is Top 50 because role-level evidence, not rank position, drives the judgment."
CAND_0072660,82,Machine Learning Engineer,7.1,Search Ranking Engineer,MAYBE,MEDIUM,"Ranking/relevance: Adobe NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Adobe NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",Profile consistency concern: degree_order_reversal,Top 50,Slightly Low,"Committee classifies this as Search Ranking Engineer. Ranking/relevance: Adobe NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Adobe NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: degree_order_reversal Decision is MAYBE and suggested band is Top 50 because role-level evidence, not rank position, drives the judgment."
CAND_0070202,83,Machine Learning Engineer,5.1,Search Ranking Engineer,YES,HIGH,"Ranking/relevance: BYJU'S Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: BYJU'S Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.","Profile consistency concern: previous_title_description_mismatch,  skills_headline_mismatch",Top 25,Much Too Low,"Committee classifies this as Search Ranking Engineer. Ranking/relevance: BYJU'S Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: BYJU'S Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: previous_title_description_mismatch, skills_headline_mismatch Decision is YES and suggested band is Top 25 because role-level evidence, not rank position, drives the judgment."
CAND_0051292,84,Applied ML Engineer,5.2,Search Ranking Engineer,YES,HIGH,"Ranking/relevance: Freshworks Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Freshworks Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.","Profile consistency concern: previous_title_description_mismatch,  previous_title_description_mismatch",Top 25,Much Too Low,"Committee classifies this as Search Ranking Engineer. Ranking/relevance: Freshworks Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Freshworks Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: previous_title_description_mismatch, previous_title_description_mismatch Decision is YES and suggested band is Top 25 because role-level evidence, not rank position, drives the judgment."
CAND_0027691,85,NLP Engineer,6.5,Search Ranking Engineer,YES,HIGH,"Ranking/relevance: Vedantu Applied ML Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Vedantu Applied ML Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents.",No major concern beyond normal verification of synthetic profile evidence.,Top 25,Much Too Low,"Committee classifies this as Search Ranking Engineer. Ranking/relevance: Vedantu Applied ML Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Vedantu Applied ML Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: No major concern beyond normal verification of synthetic profile evidence. Decision is YES and suggested band is Top 25 because role-level evidence, not rank position, drives the judgment."
CAND_0047721,86,Senior Data Scientist,7.0,Search Ranking Engineer,YES,HIGH,"Ranking/relevance: Microsoft Senior Data Scientist: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Retrieval/search infra: Observe.AI NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",Weak retrieval/search infrastructure evidence.,Top 25,Much Too Low,"Committee classifies this as Search Ranking Engineer. Ranking/relevance: Microsoft Senior Data Scientist: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Retrieval/search infra: Observe.AI NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Weak retrieval/search infrastructure evidence. Decision is YES and suggested band is Top 25 because role-level evidence, not rank position, drives the judgment."
CAND_0054394,87,Recommendation Systems Engineer,4.1,Recommendation Engineer,MAYBE,MEDIUM,"Ranking/relevance: PharmEasy Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: PharmEasy Recommendation Systems Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents.","Profile consistency concern: current_title_description_mismatch,  skills_current_role_mismatch,  skills_headline_mismatch,  skills_career_history_mismatch",Top 50,Slightly Low,"Committee classifies this as Recommendation Engineer. Ranking/relevance: PharmEasy Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: PharmEasy Recommendation Systems Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: current_title_description_mismatch, skills_current_role_mismatch, skills_headline_mismatch, skills_career_history_mismatch Decision is MAYBE and suggested band is Top 50 because role-level evidence, not rank position, drives the judgment."
CAND_0020877,88,Applied ML Engineer,5.1,Applied ML Engineer,MAYBE,MEDIUM,"Ranking/relevance: CRED Applied ML Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: CRED Applied ML Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents.","Profile consistency concern: previous_title_description_mismatch,  skills_current_role_mismatch,  skills_headline_mismatch",Top 100,Correct,"Committee classifies this as Applied ML Engineer. Ranking/relevance: CRED Applied ML Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: CRED Applied ML Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: previous_title_description_mismatch, skills_current_role_mismatch, skills_headline_mismatch Decision is MAYBE and suggested band is Top 100 because role-level evidence, not rank position, drives the judgment."
CAND_0096172,89,NLP Engineer,5.2,Retrieval Engineer,MAYBE,MEDIUM,"Retrieval/search infra: Krutrim NLP Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: Krutrim NLP Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments.","Profile consistency concern: skills_current_role_mismatch,  skills_headline_mismatch",Top 50,Slightly Low,"Committee classifies this as Retrieval Engineer. Retrieval/search infra: Krutrim NLP Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: Krutrim NLP Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Concern: Profile consistency concern: skills_current_role_mismatch, skills_headline_mismatch Decision is MAYBE and suggested band is Top 50 because role-level evidence, not rank position, drives the judgment."
